year,state,month,date,number
2016,Amapa,Agosto,01/01/2016,37
2017,Amapa,Agosto,01/01/2017,33
1998,Amapa,Setembro,01/01/1998,20
1999,Amapa,Setembro,01/01/1999,4
2000,Amapa,Setembro,01/01/2000,19
2001,Amapa,Setembro,01/01/2001,95
2002,Amapa,Setembro,01/01/2002,73
2003,Amapa,Setembro,01/01/2003,88
2004,Amapa,Setembro,01/01/2004,67
2005,Amapa,Setembro,01/01/2005,97
2006,Amapa,Setembro,01/01/2006,112
2007,Amapa,Setembro,01/01/2007,61
2008,Amapa,Setembro,01/01/2008,83
2009,Amapa,Setembro,01/01/2009,188
2010,Amapa,Setembro,01/01/2010,63
2011,Amapa,Setembro,01/01/2011,128
2012,Amapa,Setembro,01/01/2012,168
2013,Amapa,Setembro,01/01/2013,85
2014,Amapa,Setembro,01/01/2014,137
2015,Amapa,Setembro,01/01/2015,192
2016,Amapa,Setembro,01/01/2016,142
2017,Amapa,Setembro,01/01/2017,95
1998,Amapa,Outubro,01/01/1998,42
1999,Amapa,Outubro,01/01/1999,25
2000,Amapa,Outubro,01/01/2000,42
2001,Amapa,Outubro,01/01/2001,194
2002,Amapa,Outubro,01/01/2002,557
2003,Amapa,Outubro,01/01/2003,355
2004,Amapa,Outubro,01/01/2004,412
2005,Amapa,Outubro,01/01/2005,335
2006,Amapa,Outubro,01/01/2006,405
2007,Amapa,Outubro,01/01/2007,162
2008,Amapa,Outubro,01/01/2008,395
2009,Amapa,Outubro,01/01/2009,765
2010,Amapa,Outubro,01/01/2010,265
2011,Amapa,Outubro,01/01/2011,304
2012,Amapa,Outubro,01/01/2012,475
2013,Amapa,Outubro,01/01/2013,385
2014,Amapa,Outubro,01/01/2014,480
2015,Amapa,Outubro,01/01/2015,827
2016,Amapa,Outubro,01/01/2016,793
2017,Amapa,Outubro,01/01/2017,468
1998,Amapa,Novembro,01/01/1998,131
1999,Amapa,Novembro,01/01/1999,26
2000,Amapa,Novembro,01/01/2000,157
2001,Amapa,Novembro,01/01/2001,406
2002,Amapa,Novembro,01/01/2002,1.096
2003,Amapa,Novembro,01/01/2003,750
2004,Amapa,Novembro,01/01/2004,949
2005,Amapa,Novembro,01/01/2005,685
2006,Amapa,Novembro,01/01/2006,207
2007,Amapa,Novembro,01/01/2007,198
2008,Amapa,Novembro,01/01/2008,266
2009,Amapa,Novembro,01/01/2009,1.019
2010,Amapa,Novembro,01/01/2010,339
2011,Amapa,Novembro,01/01/2011,282
2012,Amapa,Novembro,01/01/2012,969
2013,Amapa,Novembro,01/01/2013,341
2014,Amapa,Novembro,01/01/2014,484
2015,Amapa,Novembro,01/01/2015,1.3
2016,Amapa,Novembro,01/01/2016,1.161
2017,Amapa,Novembro,01/01/2017,858
1998,Amapa,Dezembro,01/01/1998,84
1999,Amapa,Dezembro,01/01/1999,41
2000,Amapa,Dezembro,01/01/2000,30
2001,Amapa,Dezembro,01/01/2001,593
2002,Amapa,Dezembro,01/01/2002,200
2003,Amapa,Dezembro,01/01/2003,411
2004,Amapa,Dezembro,01/01/2004,777
2005,Amapa,Dezembro,01/01/2005,38
2006,Amapa,Dezembro,01/01/2006,74
2007,Amapa,Dezembro,01/01/2007,14
2008,Amapa,Dezembro,01/01/2008,32
2009,Amapa,Dezembro,01/01/2009,123
2010,Amapa,Dezembro,01/01/2010,43
2011,Amapa,Dezembro,01/01/2011,360
2012,Amapa,Dezembro,01/01/2012,422
2013,Amapa,Dezembro,01/01/2013,148
2014,Amapa,Dezembro,01/01/2014,354
2015,Amapa,Dezembro,01/01/2015,269
2016,Amapa,Dezembro,01/01/2016,491
1998,Amazonas,Janeiro,01/01/1998,0
1999,Amazonas,Janeiro,01/01/1999,3
2000,Amazonas,Janeiro,01/01/2000,7
2001,Amazonas,Janeiro,01/01/2001,3
2002,Amazonas,Janeiro,01/01/2002,17
2003,Amazonas,Janeiro,01/01/2003,158
2004,Amazonas,Janeiro,01/01/2004,123
2005,Amazonas,Janeiro,01/01/2005,44
2006,Amazonas,Janeiro,01/01/2006,20
2007,Amazonas,Janeiro,01/01/2007,37
2008,Amazonas,Janeiro,01/01/2008,16
2009,Amazonas,Janeiro,01/01/2009,9
2010,Amazonas,Janeiro,01/01/2010,82
2011,Amazonas,Janeiro,01/01/2011,53
2012,Amazonas,Janeiro,01/01/2012,6
2013,Amazonas,Janeiro,01/01/2013,37
2014,Amazonas,Janeiro,01/01/2014,46
2015,Amazonas,Janeiro,01/01/2015,35
2016,Amazonas,Janeiro,01/01/2016,770
2017,Amazonas,Janeiro,01/01/2017,65
1998,Amazonas,Fevereiro,01/01/1998,0
1999,Amazonas,Fevereiro,01/01/1999,43
2000,Amazonas,Fevereiro,01/01/2000,62
2001,Amazonas,Fevereiro,01/01/2001,8
2002,Amazonas,Fevereiro,01/01/2002,2
2003,Amazonas,Fevereiro,01/01/2003,62
2004,Amazonas,Fevereiro,01/01/2004,92
2005,Amazonas,Fevereiro,01/01/2005,6
2006,Amazonas,Fevereiro,01/01/2006,10
2007,Amazonas,Fevereiro,01/01/2007,92
2008,Amazonas,Fevereiro,01/01/2008,32
2009,Amazonas,Fevereiro,01/01/2009,3
2010,Amazonas,Fevereiro,01/01/2010,81
2011,Amazonas,Fevereiro,01/01/2011,30
2012,Amazonas,Fevereiro,01/01/2012,25
2013,Amazonas,Fevereiro,01/01/2013,16
2014,Amazonas,Fevereiro,01/01/2014,49
2015,Amazonas,Fevereiro,01/01/2015,107
2016,Amazonas,Fevereiro,01/01/2016,275
2017,Amazonas,Fevereiro,01/01/2017,52
1998,Amazonas,Março,01/01/1998,0
1999,Amazonas,Março,01/01/1999,7
2000,Amazonas,Março,01/01/2000,69
2001,Amazonas,Março,01/01/2001,6
2002,Amazonas,Março,01/01/2002,5
2003,Amazonas,Março,01/01/2003,64
2004,Amazonas,Março,01/01/2004,6
2005,Amazonas,Março,01/01/2005,12
2006,Amazonas,Março,01/01/2006,20
2007,Amazonas,Março,01/01/2007,6
2008,Amazonas,Março,01/01/2008,10
2009,Amazonas,Março,01/01/2009,11
2010,Amazonas,Março,01/01/2010,116
2011,Amazonas,Março,01/01/2011,49
2012,Amazonas,Março,01/01/2012,17
2013,Amazonas,Março,01/01/2013,49
2014,Amazonas,Março,01/01/2014,50
2015,Amazonas,Março,01/01/2015,46
2016,Amazonas,Março,01/01/2016,140
2017,Amazonas,Março,01/01/2017,45
1998,Amazonas,Abril,01/01/1998,0
1999,Amazonas,Abril,01/01/1999,2
2000,Amazonas,Abril,01/01/2000,18
2001,Amazonas,Abril,01/01/2001,1
2002,Amazonas,Abril,01/01/2002,2
2003,Amazonas,Abril,01/01/2003,11
2004,Amazonas,Abril,01/01/2004,4
2005,Amazonas,Abril,01/01/2005,5
2006,Amazonas,Abril,01/01/2006,5
2007,Amazonas,Abril,01/01/2007,0
2008,Amazonas,Abril,01/01/2008,13
2009,Amazonas,Abril,01/01/2009,1
2010,Amazonas,Abril,01/01/2010,11
2011,Amazonas,Abril,01/01/2011,5
2012,Amazonas,Abril,01/01/2012,3
2013,Amazonas,Abril,01/01/2013,20
2014,Amazonas,Abril,01/01/2014,25
2015,Amazonas,Abril,01/01/2015,24
2016,Amazonas,Abril,01/01/2016,22
2017,Amazonas,Abril,01/01/2017,20
1998,Amazonas,Maio,01/01/1998,0
1999,Amazonas,Maio,01/01/1999,0
2000,Amazonas,Maio,01/01/2000,51
2001,Amazonas,Maio,01/01/2001,0
2002,Amazonas,Maio,01/01/2002,8
2003,Amazonas,Maio,01/01/2003,2
2004,Amazonas,Maio,01/01/2004,0
2005,Amazonas,Maio,01/01/2005,8
2006,Amazonas,Maio,01/01/2006,4
2007,Amazonas,Maio,01/01/2007,0
2008,Amazonas,Maio,01/01/2008,1
2009,Amazonas,Maio,01/01/2009,3
2010,Amazonas,Maio,01/01/2010,13
2011,Amazonas,Maio,01/01/2011,6
2012,Amazonas,Maio,01/01/2012,12
2013,Amazonas,Maio,01/01/2013,19
2014,Amazonas,Maio,01/01/2014,12
2015,Amazonas,Maio,01/01/2015,10
2016,Amazonas,Maio,01/01/2016,30
2017,Amazonas,Maio,01/01/2017,40
1998,Amazonas,Junho,01/01/1998,2
1999,Amazonas,Junho,01/01/1999,7
2000,Amazonas,Junho,01/01/2000,6
2001,Amazonas,Junho,01/01/2001,5
2002,Amazonas,Junho,01/01/2002,5
2003,Amazonas,Junho,01/01/2003,3
2004,Amazonas,Junho,01/01/2004,12
2005,Amazonas,Junho,01/01/2005,78
2006,Amazonas,Junho,01/01/2006,9
2007,Amazonas,Junho,01/01/2007,23
2008,Amazonas,Junho,01/01/2008,7
2009,Amazonas,Junho,01/01/2009,13
2010,Amazonas,Junho,01/01/2010,9
2011,Amazonas,Junho,01/01/2011,22
2012,Amazonas,Junho,01/01/2012,45
2013,Amazonas,Junho,01/01/2013,56
2014,Amazonas,Junho,01/01/2014,74
2015,Amazonas,Junho,01/01/2015,33
2016,Amazonas,Junho,01/01/2016,90
2017,Amazonas,Junho,01/01/2017,119
1998,Amazonas,Julho,01/01/1998,71
1999,Amazonas,Julho,01/01/1999,11
2000,Amazonas,Julho,01/01/2000,39
2001,Amazonas,Julho,01/01/2001,9
2002,Amazonas,Julho,01/01/2002,146
2003,Amazonas,Julho,01/01/2003,180
2004,Amazonas,Julho,01/01/2004,177
2005,Amazonas,Julho,01/01/2005,676
2006,Amazonas,Julho,01/01/2006,123
2007,Amazonas,Julho,01/01/2007,116
2008,Amazonas,Julho,01/01/2008,108
2009,Amazonas,Julho,01/01/2009,199
2010,Amazonas,Julho,01/01/2010,640
2011,Amazonas,Julho,01/01/2011,271
2012,Amazonas,Julho,01/01/2012,234
2013,Amazonas,Julho,01/01/2013,248
2014,Amazonas,Julho,01/01/2014,202
2015,Amazonas,Julho,01/01/2015,356
2016,Amazonas,Julho,01/01/2016,1.137
2017,Amazonas,Julho,01/01/2017,1.975
1998,Amazonas,Agosto,01/01/1998,321
1999,Amazonas,Agosto,01/01/1999,259
2000,Amazonas,Agosto,01/01/2000,180
2001,Amazonas,Agosto,01/01/2001,501
2002,Amazonas,Agosto,01/01/2002,741
2003,Amazonas,Agosto,01/01/2003,1.867
2004,Amazonas,Agosto,01/01/2004,1.207
2005,Amazonas,Agosto,01/01/2005,2.316
2006,Amazonas,Agosto,01/01/2006,1.422
2007,Amazonas,Agosto,01/01/2007,2.241
2008,Amazonas,Agosto,01/01/2008,861
2009,Amazonas,Agosto,01/01/2009,1.321
2010,Amazonas,Agosto,01/01/2010,3.727
2011,Amazonas,Agosto,01/01/2011,1.243
2012,Amazonas,Agosto,01/01/2012,3.011
2013,Amazonas,Agosto,01/01/2013,1.276
2014,Amazonas,Agosto,01/01/2014,3.852
2015,Amazonas,Agosto,01/01/2015,4.564
2016,Amazonas,Agosto,01/01/2016,3.611
2017,Amazonas,Agosto,01/01/2017,6.316
1998,Amazonas,Setembro,01/01/1998,267
1999,Amazonas,Setembro,01/01/1999,216
2000,Amazonas,Setembro,01/01/2000,189
2001,Amazonas,Setembro,01/01/2001,166
2002,Amazonas,Setembro,01/01/2002,928
2003,Amazonas,Setembro,01/01/2003,1.401
2004,Amazonas,Setembro,01/01/2004,911
2005,Amazonas,Setembro,01/01/2005,2.812
2006,Amazonas,Setembro,01/01/2006,2.218
2007,Amazonas,Setembro,01/01/2007,1.36
2008,Amazonas,Setembro,01/01/2008,998
2009,Amazonas,Setembro,01/01/2009,3.091
2010,Amazonas,Setembro,01/01/2010,2.781
2011,Amazonas,Setembro,01/01/2011,1.295
2012,Amazonas,Setembro,01/01/2012,2.392
2013,Amazonas,Setembro,01/01/2013,1.739
2014,Amazonas,Setembro,01/01/2014,3.057
2015,Amazonas,Setembro,01/01/2015,5.882
2016,Amazonas,Setembro,01/01/2016,3.119
2017,Amazonas,Setembro,01/01/2017,4.033
1998,Amazonas,Outubro,01/01/1998,83
1999,Amazonas,Outubro,01/01/1999,479
2000,Amazonas,Outubro,01/01/2000,145
2001,Amazonas,Outubro,01/01/2001,332
2002,Amazonas,Outubro,01/01/2002,695
2003,Amazonas,Outubro,01/01/2003,725
2004,Amazonas,Outubro,01/01/2004,710
2005,Amazonas,Outubro,01/01/2005,545
2006,Amazonas,Outubro,01/01/2006,721
2007,Amazonas,Outubro,01/01/2007,215
2008,Amazonas,Outubro,01/01/2008,632
2009,Amazonas,Outubro,01/01/2009,2.189
2010,Amazonas,Outubro,01/01/2010,889
2011,Amazonas,Outubro,01/01/2011,694
2012,Amazonas,Outubro,01/01/2012,1.238
2013,Amazonas,Outubro,01/01/2013,1.202
2014,Amazonas,Outubro,01/01/2014,952
2015,Amazonas,Outubro,01/01/2015,2.494
2016,Amazonas,Outubro,01/01/2016,2.105
2017,Amazonas,Outubro,01/01/2017,1.581
1998,Amazonas,Novembro,01/01/1998,6
1999,Amazonas,Novembro,01/01/1999,32
2000,Amazonas,Novembro,01/01/2000,27
2001,Amazonas,Novembro,01/01/2001,244
2002,Amazonas,Novembro,01/01/2002,259
2003,Amazonas,Novembro,01/01/2003,169
2004,Amazonas,Novembro,01/01/2004,209
2005,Amazonas,Novembro,01/01/2005,261
2006,Amazonas,Novembro,01/01/2006,59
2007,Amazonas,Novembro,01/01/2007,90
2008,Amazonas,Novembro,01/01/2008,39
2009,Amazonas,Novembro,01/01/2009,973
2010,Amazonas,Novembro,01/01/2010,354
2011,Amazonas,Novembro,01/01/2011,399
2012,Amazonas,Novembro,01/01/2012,682
2013,Amazonas,Novembro,01/01/2013,220
2014,Amazonas,Novembro,01/01/2014,676
2015,Amazonas,Novembro,01/01/2015,1.054
2016,Amazonas,Novembro,01/01/2016,591
2017,Amazonas,Novembro,01/01/2017,552
1998,Amazonas,Dezembro,01/01/1998,196
1999,Amazonas,Dezembro,01/01/1999,2
2000,Amazonas,Dezembro,01/01/2000,60
2001,Amazonas,Dezembro,01/01/2001,22
2002,Amazonas,Dezembro,01/01/2002,44
2003,Amazonas,Dezembro,01/01/2003,147
2004,Amazonas,Dezembro,01/01/2004,53
2005,Amazonas,Dezembro,01/01/2005,17
2006,Amazonas,Dezembro,01/01/2006,23
2007,Amazonas,Dezembro,01/01/2007,7
2008,Amazonas,Dezembro,01/01/2008,0
2009,Amazonas,Dezembro,01/01/2009,102
2010,Amazonas,Dezembro,01/01/2010,123
2011,Amazonas,Dezembro,01/01/2011,121
2012,Amazonas,Dezembro,01/01/2012,80
2013,Amazonas,Dezembro,01/01/2013,236
2014,Amazonas,Dezembro,01/01/2014,293
2015,Amazonas,Dezembro,01/01/2015,565
2016,Amazonas,Dezembro,01/01/2016,133
1998,Bahia,Janeiro,01/01/1998,0
1999,Bahia,Janeiro,01/01/1999,114
2000,Bahia,Janeiro,01/01/2000,31
2001,Bahia,Janeiro,01/01/2001,24
2002,Bahia,Janeiro,01/01/2002,125
2003,Bahia,Janeiro,01/01/2003,439
2004,Bahia,Janeiro,01/01/2004,158
2005,Bahia,Janeiro,01/01/2005,303
2006,Bahia,Janeiro,01/01/2006,225
2007,Bahia,Janeiro,01/01/2007,373
2008,Bahia,Janeiro,01/01/2008,314
2009,Bahia,Janeiro,01/01/2009,177
2010,Bahia,Janeiro,01/01/2010,297
2011,Bahia,Janeiro,01/01/2011,101
2012,Bahia,Janeiro,01/01/2012,179
2013,Bahia,Janeiro,01/01/2013,125
2014,Bahia,Janeiro,01/01/2014,132
2015,Bahia,Janeiro,01/01/2015,256
2016,Bahia,Janeiro,01/01/2016,285
2017,Bahia,Janeiro,01/01/2017,154
1998,Bahia,Fevereiro,01/01/1998,0
1999,Bahia,Fevereiro,01/01/1999,157
2000,Bahia,Fevereiro,01/01/2000,32
2001,Bahia,Fevereiro,01/01/2001,101
2002,Bahia,Fevereiro,01/01/2002,204
2003,Bahia,Fevereiro,01/01/2003,223
2004,Bahia,Fevereiro,01/01/2004,122
2005,Bahia,Fevereiro,01/01/2005,143
2006,Bahia,Fevereiro,01/01/2006,277
2007,Bahia,Fevereiro,01/01/2007,113
2008,Bahia,Fevereiro,01/01/2008,235
2009,Bahia,Fevereiro,01/01/2009,117
2010,Bahia,Fevereiro,01/01/2010,206
2011,Bahia,Fevereiro,01/01/2011,156
2012,Bahia,Fevereiro,01/01/2012,200
2013,Bahia,Fevereiro,01/01/2013,231
2014,Bahia,Fevereiro,01/01/2014,107
2015,Bahia,Fevereiro,01/01/2015,143
2016,Bahia,Fevereiro,01/01/2016,418
2017,Bahia,Fevereiro,01/01/2017,100
1998,Bahia,Março,01/01/1998,0
1999,Bahia,Março,01/01/1999,83
2000,Bahia,Março,01/01/2000,65
2001,Bahia,Março,01/01/2001,4
2002,Bahia,Março,01/01/2002,146
2003,Bahia,Março,01/01/2003,274
2004,Bahia,Março,01/01/2004,115
2005,Bahia,Março,01/01/2005,158
2006,Bahia,Março,01/01/2006,199
2007,Bahia,Março,01/01/2007,141
2008,Bahia,Março,01/01/2008,135
2009,Bahia,Março,01/01/2009,249
2010,Bahia,Março,01/01/2010,156
2011,Bahia,Março,01/01/2011,90
2012,Bahia,Março,01/01/2012,404
2013,Bahia,Março,01/01/2013,363
2014,Bahia,Março,01/01/2014,148
2015,Bahia,Março,01/01/2015,229
2016,Bahia,Março,01/01/2016,281
2017,Bahia,Março,01/01/2017,163
1998,Bahia,Abril,01/01/1998,0
1999,Bahia,Abril,01/01/1999,55
2000,Bahia,Abril,01/01/2000,23
2001,Bahia,Abril,01/01/2001,26
2002,Bahia,Abril,01/01/2002,110
2003,Bahia,Abril,01/01/2003,376
2004,Bahia,Abril,01/01/2004,89
2005,Bahia,Abril,01/01/2005,76
2006,Bahia,Abril,01/01/2006,60
2007,Bahia,Abril,01/01/2007,64
2008,Bahia,Abril,01/01/2008,151
2009,Bahia,Abril,01/01/2009,40
2010,Bahia,Abril,01/01/2010,103
2011,Bahia,Abril,01/01/2011,149
2012,Bahia,Abril,01/01/2012,396
2013,Bahia,Abril,01/01/2013,108
2014,Bahia,Abril,01/01/2014,183
2015,Bahia,Abril,01/01/2015,190
2016,Bahia,Abril,01/01/2016,217
2017,Bahia,Abril,01/01/2017,94
1998,Bahia,Maio,01/01/1998,0
1999,Bahia,Maio,01/01/1999,76
2000,Bahia,Maio,01/01/2000,71
2001,Bahia,Maio,01/01/2001,85
2002,Bahia,Maio,01/01/2002,166
2003,Bahia,Maio,01/01/2003,106
2004,Bahia,Maio,01/01/2004,124
2005,Bahia,Maio,01/01/2005,120
2006,Bahia,Maio,01/01/2006,43
2007,Bahia,Maio,01/01/2007,161
2008,Bahia,Maio,01/01/2008,56
2009,Bahia,Maio,01/01/2009,34
2010,Bahia,Maio,01/01/2010,198
2011,Bahia,Maio,01/01/2011,189
2012,Bahia,Maio,01/01/2012,326
2013,Bahia,Maio,01/01/2013,141
2014,Bahia,Maio,01/01/2014,224
2015,Bahia,Maio,01/01/2015,144
2016,Bahia,Maio,01/01/2016,259
2017,Bahia,Maio,01/01/2017,121
1998,Bahia,Junho,01/01/1998,55
1999,Bahia,Junho,01/01/1999,64
2000,Bahia,Junho,01/01/2000,178
2001,Bahia,Junho,01/01/2001,98
2002,Bahia,Junho,01/01/2002,118
2003,Bahia,Junho,01/01/2003,140
2004,Bahia,Junho,01/01/2004,289
2005,Bahia,Junho,01/01/2005,211
2006,Bahia,Junho,01/01/2006,68
2007,Bahia,Junho,01/01/2007,270
2008,Bahia,Junho,01/01/2008,72
2009,Bahia,Junho,01/01/2009,92
2010,Bahia,Junho,01/01/2010,192
2011,Bahia,Junho,01/01/2011,345
2012,Bahia,Junho,01/01/2012,385
2013,Bahia,Junho,01/01/2013,208
2014,Bahia,Junho,01/01/2014,243
2015,Bahia,Junho,01/01/2015,242
2016,Bahia,Junho,01/01/2016,416
2017,Bahia,Junho,01/01/2017,329
1998,Bahia,Julho,01/01/1998,219
1999,Bahia,Julho,01/01/1999,107
2000,Bahia,Julho,01/01/2000,202
2001,Bahia,Julho,01/01/2001,248
2002,Bahia,Julho,01/01/2002,549
2003,Bahia,Julho,01/01/2003,261
2004,Bahia,Julho,01/01/2004,310
2005,Bahia,Julho,01/01/2005,269
2006,Bahia,Julho,01/01/2006,229
2007,Bahia,Julho,01/01/2007,811
2008,Bahia,Julho,01/01/2008,271
2009,Bahia,Julho,01/01/2009,321
2010,Bahia,Julho,01/01/2010,519
2011,Bahia,Julho,01/01/2011,578
2012,Bahia,Julho,01/01/2012,906
2013,Bahia,Julho,01/01/2013,362
2014,Bahia,Julho,01/01/2014,249
2015,Bahia,Julho,01/01/2015,306
2016,Bahia,Julho,01/01/2016,345
2017,Bahia,Julho,01/01/2017,300
1998,Bahia,Agosto,01/01/1998,815
1999,Bahia,Agosto,01/01/1999,453
2000,Bahia,Agosto,01/01/2000,633
2001,Bahia,Agosto,01/01/2001,979
2002,Bahia,Agosto,01/01/2002,1.827
2003,Bahia,Agosto,01/01/2003,1.039
2004,Bahia,Agosto,01/01/2004,1.43
2005,Bahia,Agosto,01/01/2005,948
2006,Bahia,Agosto,01/01/2006,995
2007,Bahia,Agosto,01/01/2007,3.734
2008,Bahia,Agosto,01/01/2008,611
2009,Bahia,Agosto,01/01/2009,439
2010,Bahia,Agosto,01/01/2010,2.423
2011,Bahia,Agosto,01/01/2011,1.795
2012,Bahia,Agosto,01/01/2012,1.835
2013,Bahia,Agosto,01/01/2013,610
2014,Bahia,Agosto,01/01/2014,674
2015,Bahia,Agosto,01/01/2015,829
2016,Bahia,Agosto,01/01/2016,724
2017,Bahia,Agosto,01/01/2017,1.018
1998,Bahia,Setembro,01/01/1998,2.718
1999,Bahia,Setembro,01/01/1999,1.275
2000,Bahia,Setembro,01/01/2000,2.285
2001,Bahia,Setembro,01/01/2001,3.964
2002,Bahia,Setembro,01/01/2002,6.439
2003,Bahia,Setembro,01/01/2003,8.847
2004,Bahia,Setembro,01/01/2004,6.433
2005,Bahia,Setembro,01/01/2005,4.066
2006,Bahia,Setembro,01/01/2006,3.006
2007,Bahia,Setembro,01/01/2007,7.438
2008,Bahia,Setembro,01/01/2008,4.837
2009,Bahia,Setembro,01/01/2009,3.61
2010,Bahia,Setembro,01/01/2010,5.323
2011,Bahia,Setembro,01/01/2011,7.086
2012,Bahia,Setembro,01/01/2012,7.495
2013,Bahia,Setembro,01/01/2013,2.681
2014,Bahia,Setembro,01/01/2014,2.604
2015,Bahia,Setembro,01/01/2015,7.956
2016,Bahia,Setembro,01/01/2016,1.819
2017,Bahia,Setembro,01/01/2017,1.791
1998,Bahia,Outubro,01/01/1998,1.969
1999,Bahia,Outubro,01/01/1999,1.307
2000,Bahia,Outubro,01/01/2000,3.35
2001,Bahia,Outubro,01/01/2001,1.687
2002,Bahia,Outubro,01/01/2002,5.414
2003,Bahia,Outubro,01/01/2003,4.264
2004,Bahia,Outubro,01/01/2004,4.81
2005,Bahia,Outubro,01/01/2005,8.405
2006,Bahia,Outubro,01/01/2006,2.079
2007,Bahia,Outubro,01/01/2007,4.981
2008,Bahia,Outubro,01/01/2008,7.691
2009,Bahia,Outubro,01/01/2009,2.552
2010,Bahia,Outubro,01/01/2010,5.264
2011,Bahia,Outubro,01/01/2011,2.166
2012,Bahia,Outubro,01/01/2012,4.607
2013,Bahia,Outubro,01/01/2013,1.969
2014,Bahia,Outubro,01/01/2014,2.763
2015,Bahia,Outubro,01/01/2015,4.989
2016,Bahia,Outubro,01/01/2016,1.415
2017,Bahia,Outubro,01/01/2017,4.005
1998,Bahia,Novembro,01/01/1998,49
1999,Bahia,Novembro,01/01/1999,49
2000,Bahia,Novembro,01/01/2000,114
2001,Bahia,Novembro,01/01/2001,699
2002,Bahia,Novembro,01/01/2002,1.02
2003,Bahia,Novembro,01/01/2003,533
2004,Bahia,Novembro,01/01/2004,1.736
2005,Bahia,Novembro,01/01/2005,1.595
2006,Bahia,Novembro,01/01/2006,239
2007,Bahia,Novembro,01/01/2007,2.126
2008,Bahia,Novembro,01/01/2008,3.175
2009,Bahia,Novembro,01/01/2009,402
2010,Bahia,Novembro,01/01/2010,605
2011,Bahia,Novembro,01/01/2011,176
2012,Bahia,Novembro,01/01/2012,168
2013,Bahia,Novembro,01/01/2013,288
2014,Bahia,Novembro,01/01/2014,348
2015,Bahia,Novembro,01/01/2015,1.705
2016,Bahia,Novembro,01/01/2016,408
2017,Bahia,Novembro,01/01/2017,174
1998,Bahia,Dezembro,01/01/1998,82
1999,Bahia,Dezembro,01/01/1999,37
2000,Bahia,Dezembro,01/01/2000,24
2001,Bahia,Dezembro,01/01/2001,158
2002,Bahia,Dezembro,01/01/2002,848
2003,Bahia,Dezembro,01/01/2003,710
2004,Bahia,Dezembro,01/01/2004,423
2005,Bahia,Dezembro,01/01/2005,116
2006,Bahia,Dezembro,01/01/2006,169
2007,Bahia,Dezembro,01/01/2007,259
2008,Bahia,Dezembro,01/01/2008,52
2009,Bahia,Dezembro,01/01/2009,308
2010,Bahia,Dezembro,01/01/2010,226
2011,Bahia,Dezembro,01/01/2011,230
2012,Bahia,Dezembro,01/01/2012,477
2013,Bahia,Dezembro,01/01/2013,131
2014,Bahia,Dezembro,01/01/2014,144
2015,Bahia,Dezembro,01/01/2015,1.408
2016,Bahia,Dezembro,01/01/2016,164
1998,Ceara,Janeiro,01/01/1998,0
1999,Ceara,Janeiro,01/01/1999,47
2000,Ceara,Janeiro,01/01/2000,1
2001,Ceara,Janeiro,01/01/2001,11
2002,Ceara,Janeiro,01/01/2002,33
2003,Ceara,Janeiro,01/01/2003,264
2004,Ceara,Janeiro,01/01/2004,143
2005,Ceara,Janeiro,01/01/2005,384
2006,Ceara,Janeiro,01/01/2006,211
2007,Ceara,Janeiro,01/01/2007,304
2008,Ceara,Janeiro,01/01/2008,166
2009,Ceara,Janeiro,01/01/2009,347
2010,Ceara,Janeiro,01/01/2010,288
2011,Ceara,Janeiro,01/01/2011,32
2012,Ceara,Janeiro,01/01/2012,273
2013,Ceara,Janeiro,01/01/2013,103
2014,Ceara,Janeiro,01/01/2014,115
2015,Ceara,Janeiro,01/01/2015,207
2016,Ceara,Janeiro,01/01/2016,100
2017,Ceara,Janeiro,01/01/2017,91
1998,Ceara,Fevereiro,01/01/1998,0
1999,Ceara,Fevereiro,01/01/1999,16
2000,Ceara,Fevereiro,01/01/2000,6
2001,Ceara,Fevereiro,01/01/2001,0
2002,Ceara,Fevereiro,01/01/2002,75
2003,Ceara,Fevereiro,01/01/2003,9
2004,Ceara,Fevereiro,01/01/2004,5
2005,Ceara,Fevereiro,01/01/2005,25
2006,Ceara,Fevereiro,01/01/2006,23
2007,Ceara,Fevereiro,01/01/2007,3
2008,Ceara,Fevereiro,01/01/2008,12
2009,Ceara,Fevereiro,01/01/2009,8
2010,Ceara,Fevereiro,01/01/2010,63
2011,Ceara,Fevereiro,01/01/2011,2
2012,Ceara,Fevereiro,01/01/2012,41
2013,Ceara,Fevereiro,01/01/2013,49
2014,Ceara,Fevereiro,01/01/2014,18
2015,Ceara,Fevereiro,01/01/2015,25
2016,Ceara,Fevereiro,01/01/2016,13
2017,Ceara,Fevereiro,01/01/2017,9
1998,Ceara,Março,01/01/1998,0
1999,Ceara,Março,01/01/1999,30
2000,Ceara,Março,01/01/2000,9
2001,Ceara,Março,01/01/2001,0
2002,Ceara,Março,01/01/2002,17
2003,Ceara,Março,01/01/2003,3
2004,Ceara,Março,01/01/2004,1
2005,Ceara,Março,01/01/2005,5
2006,Ceara,Março,01/01/2006,3
2007,Ceara,Março,01/01/2007,2
2008,Ceara,Março,01/01/2008,2
2009,Ceara,Março,01/01/2009,3
2010,Ceara,Março,01/01/2010,40
2011,Ceara,Março,01/01/2011,6
2012,Ceara,Março,01/01/2012,10
2013,Ceara,Março,01/01/2013,17
2014,Ceara,Março,01/01/2014,6
2015,Ceara,Março,01/01/2015,20
2016,Ceara,Março,01/01/2016,4
